name,city,state,country,postal_code,latitude,longitude,line1,iata_code
Iosco County Airport,East Tawas,MI,US,48730,44.312801,-83.422302,Iosco County Airport,ECA
Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,AL,US,35759,34.8614006,-86.55750275,Madison County Executive Airport-Tom Sharp Jr Field,\N
Leesburg Executive Airport,Leesburg,VA,US,20175,39.07799911,-77.55750275,Leesburg Executive Airport,JYO
Anoka County-Blaine Arpt(Janes Field) Airport,Anoka,MN,US,55449,45.14500046,-93.21140289,Anoka County-Blaine Arpt(Janes Field) Airport,\N
Williamson Sodus Airport,Williamson,NY,US,14589,43.23469925,-77.1210022,Williamson Sodus Airport,SDC
Boulder Municipal Airport,Boulder,CO,US,80301,40.03939819,-105.2259979,Boulder Municipal Airport,WBU
Palo Alto Airport of Santa Clara County,Palo Alto,CA,US,94303,37.46110153,-122.1149979,Palo Alto Airport of Santa Clara County,PAO
Falcon Field,Mesa,AZ,US,85215,33.46080017,-111.7279968,Falcon Field,FFZ
Coolidge Municipal Airport,Cooldige,AZ,US,85132,32.93590164,-111.427002,Coolidge Municipal Airport,P08
Cottonwood Airport,Cottonwood,AZ,US,86326,34.72999954,-112.0350037,Cottonwood Airport,P52
Ak-Chin Regional Airport,Phoenix,AZ,US,85138,32.9908056,-111.9185278,Ak-Chin Regional Airport,A39
Wickenburg Municipal Airport,Wickenburg,AZ,US,85390,33.96889877,-112.7990036,Wickenburg Municipal Airport,E25
Oakland County International Airport,Pontiac,MI,US,48327,42.66550064,-83.42009735,Oakland County International Airport,PTK
Dillant Hopkins Airport,Keene,NH,US,03431,42.89839935,-72.27079773,Dillant Hopkins Airport,EEN
Glasgow Industrial Airport,Glasgow,MT,US,59230,48.42110062,-106.5279999,Glasgow Industrial Airport,\N
Iowa City Municipal Airport,Iowa City,IA,US,52246,41.6391983,-91.54650116,Iowa City Municipal Airport,IOW
Windom Municipal Airport,Windom,MN,US,56101,43.91339874,-95.10939789,Windom Municipal Airport,MWM
Longview Ranch Airport,Longview,OR,US,97848,44.6617012,-119.6520004,Longview Ranch Airport,\N
Lee Airport,Annapolis,MD,US,21037,38.942902,-76.568398,Lee Airport,ANP
Pecos Municipal Airport,Pecos,TX,US,79772,31.38240051,-103.5110016,Pecos Municipal Airport,PEQ
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,MS,US,39401,31.26479912,-89.25279999,Hattiesburg Bobby L Chain Municipal Airport,HBG
Chan Gurney Municipal Airport,Yankton,SD,US,57078,42.91669846,-97.3859024,Chan Gurney Municipal Airport,YKN
Hayward Executive Airport,Hayward,CA,US,94545,37.65919876,-122.1220016,Hayward Executive Airport,HWD
Ann Arbor Municipal Airport,Ann Arbor,MI,US,48108,42.22299957,-83.74559784,Ann Arbor Municipal Airport,ARB
Atlanta South Regional Airport/Tara Field,Hampton,GA,US,30228,33.389099,-84.332397,Atlanta South Regional Airport/Tara Field,4A7
Comarapa Airport,Salt Lake City,Comarapa,US,,-17.91360092,-64.51779938,Comarapa Airport,\N
Immokalee Regional Airport,Immokalee ,FL,US,34142,26.43320084,-81.40100098,Immokalee Regional Airport,IMM
Rancho San Simeon Airport,Cambria,CA,US,93428,35.60770035,-121.1100006,Rancho San Simeon Airport,\N
Dinwiddie County Airport,Petersburg,VA,US,23803,37.18379974,-77.50740051,Dinwiddie County Airport,PTB
Sheboygan County Memorial Airport,Sheboygan,WI,US,53085,43.76959991,-87.85140228,Sheboygan County Memorial Airport,SBM
Pinal Airpark,Marana,AZ,US,85653,32.51060104,-111.3280029,Pinal Airpark,MZJ
Glendale Municipal Airport,Glendale,AZ,US,85307,33.52690125,-112.2949982,Glendale Municipal Airport,GEU
Safford Regional Airport,Safford,AZ,US,85546,32.85480118,-109.6350021,Safford Regional Airport,SAD
Sikeston Memorial Municipal Airport,Sikeston,MO,US,63801,36.89889908,-89.5617981,Sikeston Memorial Municipal Airport,SIK
Floyd Bennett Memorial Airport,Queensbury,NY,US,12804,43.34120178,-73.61029816,Floyd Bennett Memorial Airport,GFL
Saratoga County Airport,Ballston Spa,NY,US,12866,43.05130005,-73.86119843,Saratoga County Airport,5B2
Crystal River Airport,Crystal River,FL,US,34429,28.86730003,-82.57129669,Crystal River Airport,CGC
Martin State Airport,Baltimore,MD,US,21220,39.32569885,-76.4138031,Martin State Airport,MTN
Lincoln Regional Karl Harder Field,Lincoln,CA,US,95648,38.90919876,-121.3509979,Lincoln Regional Karl Harder Field,LHM
Fostoria Metropolitan Airport,Fostoria,OH,US,44830,41.19079971,-83.39450073,Fostoria Metropolitan Airport,FZI
Eastern Slopes Regional Airport,Fryeburg,ME,US,04037,43.99110031,-70.94789886,Eastern Slopes Regional Airport,IZG
Coral Creek Airport,Placida,FL,US,33946,26.85449982,-82.25119781,Coral Creek Airport,\N
Lakefront Airport,New Orleans,LA,US,70126,30.04240036,-90.02829742,Lakefront Airport,NEW
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,ID,US,83835,47.77429962,-116.8199997,Coeur D'Alene - Pappy Boyington Field,COE
Beaumont Municipal Airport,Beaumont,TX,US,77713,30.07069969,-94.21579742,Beaumont Municipal Airport,BMT
Vermilion Regional Airport,Danville,IL,US,61834,40.19919968,-87.59590149,Vermilion Regional Airport,DNV
Space Coast Regional Airport,Titusville,FL,US,32780,28.51479912,-80.79920197,Space Coast Regional Airport,TIX
Andrau Airpark,Houston,TX,US,77082,29.72249985,-95.58830261,Andrau Airpark,AAP
Flying Cloud Airport,Eden Prairie,MN,US,55347,44.82720184,-93.45709991,Flying Cloud Airport,FCM
Johnson County Executive Airport,Olathe,KS,US,66221,38.84759903,-94.73760223,Johnson County Executive Airport,OJC
Brandywine Airport,West Goshen Township,PA,US,19380,39.99010086,-75.58190155,Brandywine Airport,OQN
Manassas Regional Airport/Harry P. Davis Field,Manassas,VA,US,20110,38.72140121,-77.51540375,Manassas Regional Airport/Harry P. Davis Field,MNZ
Texas Gulf Coast Regional Airport,Angleton,TX,US,77515,29.10860062,-95.46209717,Texas Gulf Coast Regional Airport,\N
Shelby County Airport,Shelbyville,IL,US,62565,39.41040039,-88.84539795,Shelby County Airport,2H0
Enumclaw Airport,Enumclaw,WA,US,98022,47.1957016,-122.0220032,Enumclaw Airport,\N
Fairfield County Airport,Winnsboro,SC,US,29180,34.31549835,-81.1088028,Fairfield County Airport,FDW
Skyhaven Airport,Rochester,NH,US,03867,43.28409958,-70.9292984,Skyhaven Airport,DAW
Newton City-County Airport,Newton,KS,US,67114,38.05820084,-97.27449799,Newton City-County Airport,EWK
Taszððr Air Base,Columbus,Unnamed,US,,46.39310074,17.91749954,Taszððr Air Base,TZR
Fort Bridger Airport,Fort Bridger,WY,US,82937,41.39189911,-110.4069977,Fort Bridger Airport,FBR
Prosser Airport,Prosser,WA,US,99350,46.21340179,-119.7910004,Prosser Airport,S40
Chehalis Centralia Airport,Chehalis,WA,US,98532,46.67699814,-122.9830017,Chehalis Centralia Airport,CLS
Desert Aire Airport,Mattawa,WA,US,99349,46.68740082,-119.9209976,Desert Aire Airport,M94
Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,82930,41.27479935,-111.0350037,Evanston-Uinta County Airport-Burns Field,EVW
Sabetha Municipal Airport,Sabetha,KS,US,66534,39.90420151,-95.77940369,Sabetha Municipal Airport,K83
Mt Pleasant Regional-Faison field,Mount Pleasant,SC,US,29466,32.89780045,-79.78289795,Mt Pleasant Regional-Faison field,LRO
Souther Field,Americus,GA,US,31719,32.1108017,-84.18890381,Souther Field,\N
Weedon Field,Eufala,AL,US,36027,31.95129967,-85.12889862,Weedon Field,EUF
Saluda County Airport,Saluda,SC,US,29138,33.92679977,-81.79460144,Saluda County Airport,6J4
Dare County Regional Airport,Manteo,NC,US,27954,35.91899872,-75.69550323,Dare County Regional Airport,MEO
Auburn Opelika Robert G. Pitts Airport,Auburn,AL,US,36801,32.61510086,-85.43399811,Auburn Opelika Robert G. Pitts Airport,AUO
Tri Cities Airport,Endicott,NY,US,13760,42.078499,-76.096296,Tri Cities Airport,CZG
Bessemer Airport,Bessemer,AL,US,35022,33.31290054,-86.92590332,Bessemer Airport,EKY
Colorado Springs East Airport,Ellicott,CO,US,80808,38.87440109,-104.4100037,Colorado Springs East Airport,A50
Crystal Airport,Crystal,MN,US,55429,45.06200027,-93.35389709,Crystal Airport,MIC
Clarke County Airport,Quitman,MS,US,39355,32.0848999,-88.73889923,Clarke County Airport,23M
W H 'Bud' Barron Airport,Dublin,GA,US,31021,32.56439972,-82.98529816,W H 'Bud' Barron Airport,DBN
Corvallis Municipal Airport,Corvallis,OR,US,97333,44.49720001,-123.2900009,Corvallis Municipal Airport,CVO
El Almendro Airport,Scranton,VII,US,,-35.96055603,-71.79333496,El Almendro Airport,\N
San Agustin Airport,Morristown,Provincia,US,,10.0666666,-84.8833313,San Agustin Airport,\N
Cowra Airport,Chatsworth,Cowra,US,,-33.84469986,148.6490021,Cowra Airport,CWT
Ogden Hinckley Airport,Ogden,UT,US,84405,41.19589996,-112.012001,Ogden Hinckley Airport,OGD
Robert S Kerr Airport,Poteau,OK,US,74953,35.02159882,-94.62129974,Robert S Kerr Airport,RKR
Colorado Plains Regional Airport,Akron,CO,US,80720,40.17559814,-103.2220001,Colorado Plains Regional Airport,AKO
Sanderson Field,Shelton,WA,US,98584,47.23360062,-123.1480026,Sanderson Field,SHN
Napakiak Airport,Napakiak,AK,US,99634,60.69029999,-161.9790039,Napakiak Airport,WNA
Napaskiak Airport,Napaskiak,AK,US,99559,60.70289993,-161.7779999,Napaskiak Airport,PKA
Tok Airport,Tok,AK,US,99780,63.303333,-143.001111,Tok Airport,\N
Causey Airport,Liberty,NC,US,27298,35.91180038,-79.61759949,Causey Airport,2A5
Doylestown Airport,Doylestown,PA,US,18902,40.33300018,-75.12229919,Doylestown Airport,DYL
Warren Field,Washington,NC,US,27889,35.57049942,-77.04979706,Warren Field,OCW
Hyde County Airport,Engelhard,NC,US,27824,35.56240082,-75.9552002,Hyde County Airport,7W6
Stillwater Regional Airport,Stillwater,OK,US,74075,36.16120148,-97.08570099,Stillwater Regional Airport,\N
Okmulgee Regional Airport,Okmulgee,OK,US,74447,35.66809845,-95.94869995,Okmulgee Regional Airport,\N
Cushing Municipal Airport,Cushing,OK,US,74023,35.94990158,-96.77310181,Cushing Municipal Airport,\N
Clinton Sherman Airport,Clinton,OK,US,73647,35.33980179,-99.20050049,Clinton Sherman Airport,\N
Strother Field,Winfield,KS,US,67156,37.16859818,-97.03759766,Strother Field,\N
Wiley Post Airport,Oklahoma City,OK,US,73008,35.53419876,-97.64710236,Wiley Post Airport,\N
Shreveport Downtown Airport,Shreveport,LA,US,71107,32.54019928,-93.74500275,Shreveport Downtown Airport,\N
Stephenville Clark Regional Airport,Stephenville,TX,US,76401,32.21530151,-98.17769623,Stephenville Clark Regional Airport,\N
Perry Municipal Airport,Perry,OK,US,73077,36.38560104,-97.27719879,Perry Municipal Airport,\N
Hamilton Municipal Airport,Hamilton,TX,US,76531,31.66589928,-98.14859772,Hamilton Municipal Airport,\N
Ada Municipal Airport,Ada,OK,US,74820,34.8042984,-96.6713028,Ada Municipal Airport,\N
Mesquite Metro Airport,Misquite,TX,US,75181,32.74700165,-96.53040314,Mesquite Metro Airport,\N
Denton Municipal Airport,Denton,TX,US,76207,33.20069885,-97.19799805,Denton Municipal Airport,\N
Austin Executive Airport,Austin,TX,US,78653,30.3974931,-97.5663935,Austin Executive Airport,\N
Lago Vista Tx Rusty Allen Airport,Lago Vista,TX,US,78645,30.49860001,-97.96949768,Lago Vista Tx Rusty Allen Airport,\N
Brenham Municipal Airport,Brenham,TX,US,77833,30.21899986,-96.3742981,Brenham Municipal Airport,\N
Lakeway Airpark,Lakeway,TX,US,78734,30.35750008,-97.99449921,Lakeway Airpark,\N
Iraan Municipal Airport,Iraan,TX,US,79744,30.90570068,-101.8919983,Iraan Municipal Airport,\N
Kestrel Airpark,San Antonio,TX,US,78070,29.81270027,-98.4253006,Kestrel Airpark,\N
Wilkes County Airport,North Wilkesboro,NC,US,28659,36.22280121,-81.09829712,Wilkes County Airport,UKF
Charleston Executive Airport,Charleston,SC,US,29455,32.70090103,-80.00289917,Charleston Executive Airport,JZI
Danville Regional Airport,Danville,VA,US,24586,36.57289886,-79.33609772,Danville Regional Airport,DAN
Brookneal/Campbell County Airport,Brookneal,VA,US,24554,37.14170074,-79.0164032,Brookneal/Campbell County Airport,0V4
Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,SC,US,29520,34.71289825,-79.95700073,Cheraw Municipal Airport/Lynch Bellinger Field,CQW
Wauchula Municipal Airport,Wuchula,FL,US,33873,27.51490021,-81.88050079,Wauchula Municipal Airport,\N
Conway Horry County Airport,Conway,SC,US,29527,33.82849884,-79.12220001,Conway Horry County Airport,HYW
Asheboro Regional Airport,Asheboro,NC,US,27205,35.65449905,-79.8946991,Asheboro Regional Airport,HBI
Henderson Field,Wallace,NC,US,28466,34.71789932,-78.00360107,Henderson Field,\N
Emporia Greensville Regional Airport,Emporia,VA,US,23847,36.68690109,-77.48280334,Emporia Greensville Regional Airport,EMV
El Monte Airport,El Monte,CA,US,91731,34.08610153,-118.0350037,El Monte Airport,EMT
Kee Field,Pineville,WV,US,24818,37.60039902,-81.55930328,Kee Field,I16
Stinson Municipal Airport,Stinson,TX,US,78234,29.33699989,-98.47109985,Stinson Municipal Airport,SSF
Sallisaw Municipal Airport,Sallisaw,OK,US,74955,35.4382019,-94.80280304,Sallisaw Municipal Airport,JSV
Jasper County Airport-Bell Field,Jasper,TX,US,75951,30.88570023,-94.03489685,Jasper County Airport-Bell Field,JAS
El Dorado Springs Memorial Airport,El dorado springs,MO,US,64744,37.8567009,-93.99909973,El Dorado Springs Memorial Airport,87K
Marfa Municipal Airport,Marfa,TX,US,79843,30.371099,-104.017997,Marfa Municipal Airport,MRF
Alpine Casparis Municipal Airport,Alpine,TX,US,79830,30.38419914,-103.6839981,Alpine Casparis Municipal Airport,E38
Cable Airport,Upland,CA,US,91786,34.11159897,-117.6880035,Cable Airport,CCB
Mount Sterling Montgomery County Airport,Mount Sterling,KY,US,40353,38.05810165,-83.979599,Mount Sterling Montgomery County Airport,IOB
Elkhart Municipal Airport,Elkhart,IN,US,46514,41.7193985,-86.00319672,Elkhart Municipal Airport,EKI
Nappanee Municipal Airport,Nappanee ,IN,US,46550,41.44620132,-85.93479919,Nappanee Municipal Airport,C03
Jim Hamilton L.B. Owens Airport,Columbia,SC,US,29205,33.97050095,-80.99520111,Jim Hamilton L.B. Owens Airport,CUB
Grove Municipal Airport,Grove,OK,US,74344,36.60680008,-94.73860168,Grove Municipal Airport,GMJ
Mc Pherson Airport,Mc Pherson,KS,US,67460,38.35240173,-97.69129944,Mc Pherson Airport,MPR
Donaldson Center Airport,Greenville,SC,US,29605,34.75830078,-82.37640381,Donaldson Center Airport,GYH
Perry Houston County Airport,Perry,GA,US,31069,32.51060104,-83.76730347,Perry Houston County Airport,PXE
Hartsville Regional Airport,Hartsville,SC,US,29550,34.40309906,-80.11920166,Hartsville Regional Airport,HVS
Horace Williams Airport,Chapel Hill,NC,US,27516,35.935001,-79.065902,Horace Williams Airport,IGX
Brunswick County Airport,Oak Island,NC,US,28461,33.9292984,-78.07499695,Brunswick County Airport,SUT
Chesterfield County Airport,Richmond,VA,US,23237,37.40650177,-77.52500153,Chesterfield County Airport,FCI
Henderson Oxford Airport,Oxford,NC,US,27565,36.36159897,-78.52919769,Henderson Oxford Airport,HNZ
Leesburg International Airport,Leesburg,FL,US,34788,28.82309914,-81.80870056,Leesburg International Airport,LEE
Chino Airport,Chino,CA,US,91708,33.97470093,-117.637001,Chino Airport,CNO
Madison County Airport,London,OH,US,43140,39.93270111,-83.46199799,Madison County Airport,UYF
Paso Robles Municipal Airport,Paso Robles,CA,US,93446,35.67290115,-120.6269989,Paso Robles Municipal Airport,PRB
Half Moon Bay Airport,Half Moon Bay,CA,US,94038,37.51340103,-122.5009995,Half Moon Bay Airport,HAF
General WM J Fox Airfield,Lancaster,CA,US,93536,34.74110031,-118.2190018,General WM J Fox Airfield,WJF
Person County Airport,Roxboro,NC,US,27583,36.28490067,-78.98419952,Person County Airport,TDF
Talladega Municipal Airport,Talladega,AL,US,35096,33.56990051,-86.05090332,Talladega Municipal Airport,ASN
Greenville Downtown Airport,Greenville,SC,US,29607,34.84790039,-82.34999847,Greenville Downtown Airport,GMU
Mankato Regional Airport,Mankato,MN,US,56001,44.22159958,-93.91870117,Mankato Regional Airport,MKT
Troy Municipal Airport,Troy,AL,US,36079,31.86039925,-86.01210022,Troy Municipal Airport,TOI
Merkel Field Sylacauga Municipal Airport,Sylacauga,AL,US,35151,33.17179871,-86.30549622,Merkel Field Sylacauga Municipal Airport,SCD
Enterprise Municipal Airport,Enterprise,AL,US,36330,31.29969978,-85.89990234,Enterprise Municipal Airport,EDN
Ryan Field,Tucson,AZ,US,85735,32.14220047,-111.1750031,Ryan Field,\N
Thomas C Russell Field,Alexander City,AL,US,35010,32.91469955,-85.96299744,Thomas C Russell Field,ALX
Meriden Markham Municipal Airport,Meriden,CT,US,06492,41.50870132,-72.82949829,Meriden Markham Municipal Airport,\N
Ridgely Airpark,Ridgely,MD,US,21660,38.9701004,-75.86630249,Ridgely Airpark,\N
New Castle Henry Co. Municipal Airport,New Castle,IN,US,47362,39.87590027,-85.32649994,New Castle Henry Co. Municipal Airport,UWL
Scott City Municipal Airport,Scott City,KS,US,67871,38.47430038,-100.8850021,Scott City Municipal Airport,TQK
Brewster Field,Holdredge,NE,US,68949,40.452099,-99.336502,Brewster Field,HDE
Pratt Regional Airport,Pratt,KS,US,67124,37.70159912,-98.74690247,Pratt Regional Airport,PTT
Wahoo Municipal Airport,Wahoo,NE,US,68066,41.24129868,-96.59400177,Wahoo Municipal Airport,AHQ
Jim Kelly Field,Lexington,NE,US,68850,40.79100037,-99.77729797,Jim Kelly Field,LXN
Sublette Municipal Airport,Sublette,KS,US,67877,37.49140167,-100.8300018,Sublette Municipal Airport,19S
Council Bluffs Municipal Airport,Council Bluffs,IA,US,51503,41.25920105,-95.76059723,Council Bluffs Municipal Airport,CBF
Kokomo Municipal Airport,Kokomo,IN,US,46901,40.52819824,-86.05899811,Kokomo Municipal Airport,OKK
Neodesha Municipal Airport,Neodesha,KS,US,66757,37.4353981,-95.64610291,Neodesha Municipal Airport,2K7
King Ranch Airport,Sutton,AK,US,99645,61.79560089,-148.3549957,King Ranch Airport,\N
Elkhart Morton County Airport,Elkhart,KS,US,67950,37.000702,-101.879997,Elkhart Morton County Airport,EHA
Front Range Airport,Denver,CO,US,80137,39.78530121,-104.5429993,Front Range Airport,FTG
Galesburg Municipal Airport,Galesburg,IL,US,61401,40.93799973,-90.43109894,Galesburg Municipal Airport,GBG
Guymon Municipal Airport,Guymon,OK,US,73942,36.68510056,-101.5080032,Guymon Municipal Airport,GUY
Meade Municipal Airport,Meade,KS,US,67864,37.27690125,-100.3560028,Meade Municipal Airport,MEJ
Turkey Mountain Estates Airport,Shell Knob,MO,US,65747,36.59170151,-93.66690063,Turkey Mountain Estates Airport,\N
Ulysses Airport,Ulysses,KS,US,67880,37.60400009,-101.3740005,Ulysses Airport,ULS
Flagler Aerial Spraying Inc Airport,Flagler,CO,US,80815,39.27999878,-103.0670013,Flagler Aerial Spraying Inc Airport,\N
Independence Municipal Airport,Independence,KS,US,67301,37.15840149,-95.77839661,Independence Municipal Airport,IDP
Augusta Municipal Airport,Augusta,KS,US,67010,37.67160034,-97.07790375,Augusta Municipal Airport,3AU
Larned Pawnee County Airport,Larned,KS,US,67550,38.20859909,-99.08599854,Larned Pawnee County Airport,LQR
Lampasas Airport,Lampasas,TX,US,76550,31.10619926,-98.19589996,Lampasas Airport,LZZ
Bay City Municipal Airport,Bay City,TX,US,77414,28.97330093,-95.8635025,Bay City Municipal Airport,BYY
Cox Field,Paris,TX,US,75462,33.63660049,-95.45079803,Cox Field,PRX
Coffeyville Municipal Airport,Coffeyville,KS,US,67337,37.09400177,-95.57189941,Coffeyville Municipal Airport,CFV
The Farm Airport,Summit,SC,US,29070,33.93579865,-81.42970276,The Farm Airport,\N
GreeleyðððWeld County Airport,Greeley,CO,US,80631,40.43740082,-104.6330032,GreeleyðððWeld County Airport,GXY
General Dewitt Spain Airport,Memphis,TN,US,38127,35.20069885,-90.05400085,General Dewitt Spain Airport,\N
Oryol Yuzhny Airport,Oakley,Orlovskaya,US,,52.93470001,36.00220108,Oryol Yuzhny Airport,OEL
Fremont Municipal Airport,Fremont,NE,US,68025,41.44910049,-96.52020264,Fremont Municipal Airport,FET
La Grande/Union County Airport,La Grande,OR,US,97850,45.29019928,-118.0070038,La Grande/Union County Airport,LGD
Pocono Mountains Municipal Airport,Mount Pocono,PA,US,18466,41.13750076,-75.37889862,Pocono Mountains Municipal Airport,MPO
Quakertown Airport,Quakertown,PA,US,18951,40.43519974,-75.38189697,Quakertown Airport,UKT
Banning Municipal Airport,Banning,CA,US,92220,33.92309952,-116.8509979,Banning Municipal Airport,BNG
Karl Stefan Memorial Airport,Norfolk  Nebraska,NE,US,68702,41.98550034,-97.43509674,Karl Stefan Memorial Airport,OFK
Arlington Municipal Airport,Arlington,WA,US,98223,48.16070175,-122.1589966,Arlington Municipal Airport,AWO
Peter O Knight Airport,Tampa,FL,US,33606,27.91559982,-82.44930267,Peter O Knight Airport,TPF
Montauk Airport,Montauk,NY,US,11954,41.07649994,-71.92079926,Montauk Airport,MTP
Porter County Municipal Airport,Valparaiso IN,IN,US,46383,41.45399857,-87.00710297,Porter County Municipal Airport,VPZ
Mason County Airport,Ludington,MI,US,49431,43.96250153,-86.40789795,Mason County Airport,LDM
Reid-Hillview Airport of Santa Clara County,San Jose,CA,US,95122,37.332901,-121.8190002,Reid-Hillview Airport of Santa Clara County,RHV
Camarillo Airport,Camarillo - CA,CA,US,93010,34.21369934,-119.0940018,Camarillo Airport,\N
Watsonville Municipal Airport,Watsonville,CA,US,95076,36.93569946,-121.7900009,Watsonville Municipal Airport,WVI
Williamsburg Jamestown Airport,Williamsburg,VA,US,23185,37.23920059,-76.7161026,Williamsburg Jamestown Airport,JGG
Union County Airport,Marysville,OH,US,43040,40.22470093,-83.35160065,Union County Airport,MRT
St Louis Regional Airport,Alton/St Louis,IL,US,62010,38.89030075,-90.04599762,St Louis Regional Airport,ALN
Chandler Field,Alexandria,MN,US,56308,45.86629868,-95.3946991,Chandler Field,AXN
Columbus Municipal Airport,Columbus,IN,US,47203,39.26190186,-85.89630127,Columbus Municipal Airport,CLU
Curtis Field,Brady,TX,US,76825,31.17930031,-99.32389832,Curtis Field,BBD
Eastern Sierra Regional Airport,Bishop,CA,US,93514,37.37310028,-118.3639984,Eastern Sierra Regional Airport,BIH
Baker City Municipal Airport,Baker City,OR,US,97814,44.83729935,-117.8089981,Baker City Municipal Airport,BKE
Miley Memorial Field,Big Piney,WY,US,83113,42.58509827,-110.1110001,Miley Memorial Field,BPI
Ozark Regional Airport,Mountain Home,AR,US,72651,36.3689003,-92.47049713,Ozark Regional Airport,WMH
W K Kellogg Airport,Battle Creek,MI,US,49037,42.30730057,-85.25150299,W K Kellogg Airport,BTL
Burley Municipal Airport,Burley,ID,US,83318,42.54259872,-113.7720032,Burley Municipal Airport,BYI
Northeast Iowa Regional Airport,Charles City,IA,US,50616,43.07260132,-92.6108017,Northeast Iowa Regional Airport,CCY
Chanute Martin Johnson Airport,Chanute,KS,US,66720,37.66880035,-95.48509979,Chanute Martin Johnson Airport,CNU
Jacksonville Executive at Craig Airport,Jacksonville,FL,US,32225,30.3362999,-81.51439667,Jacksonville Executive at Craig Airport,CRG
Crossville Memorial Whitson Field,Crossville,TN,US,38555,35.95130157,-85.08499908,Crossville Memorial Whitson Field,CSV
Davison Army Air Field,Fort Belvoir,VA,US,22060,38.71500015,-77.18099976,Davison Army Air Field,DAA
Barstow Daggett Airport,Daggett,CA,US,92365,34.85369873,-116.7870026,Barstow Daggett Airport,DAG
Deming Municipal Airport,Deming,NM,US,88030,32.26229858,-107.7210007,Deming Municipal Airport,DMN
Desert Rock Airport,Mercury,NV,US,89060,36.6194,-116.032997,Desert Rock Airport,DRA
Needles Airport,Needles,CA,US,92363,34.7663002,-114.6230011,Needles Airport,EED
Duke Field,Crestview,FL,US,32542,30.65040016,-86.52290344,Duke Field,EGI
Murray Field,Eureka,CA,US,95501,40.80339813,-124.112999,Murray Field,EKA
San Marcos Municipal Airport,San Marcos,TX,US,78666,29.8927002,-97.86299896,San Marcos Municipal Airport,HYI
Sawyer County Airport,Hayward,WI,US,54843,46.02519989,-91.44429779,Sawyer County Airport,HYR
Kimble County Airport,Junction,TX,US,76849,30.51129913,-99.7634964,Kimble County Airport,JCT
Monticello Municipal Ellis Field,Monticello,AR,US,71655,33.6385994,-91.75099945,Monticello Municipal Ellis Field,LLQ
Derby Field,Lovelock,NV,US,89419,40.06639862,-118.5650024,Derby Field,LOL
Mobridge Municipal Airport,Mobridge,SD,US,57601,45.54650116,-100.4079971,Mobridge Municipal Airport,MBG
Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,MS,US,39648,31.17849922,-90.47190094,Mc Comb/Pike County Airport/John E Lewis Field,MCB
Southern Illinois Airport,Carbondale/Murphysboro,IL,US,62966,37.77809906,-89.2519989,Southern Illinois Airport,MDH
Mc Entire Joint National Guard Base,Eastover,SC,US,29061,33.92079926,-80.80130005,Mc Entire Joint National Guard Base,MMT
Brunswick Executive Airport,Brunswick,ME,US,04011,43.89220047,-69.93859863,Brunswick Executive Airport,NHZ
Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,FL,US,32233,30.39109993,-81.42469788,Naval Station Mayport (Admiral David L. Mcdonald Field),NRB
Orangeburg Municipal Airport,Orangeburg,SC,US,29115,33.45679855,-80.85949707,Orangeburg Municipal Airport,OGB
Columbus Municipal Airport,Columbus,NE,US,68601,41.44800186,-97.34259796,Columbus Municipal Airport,OLU
Ottumwa Regional Airport,Ottumwa,IA,US,52501,41.10660172,-92.44789886,Ottumwa Regional Airport,OTM
Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,AL,US,36322,31.27569962,-85.71340179,Cairns AAF (Fort Rucker) Air Field,OZR
Ralph Wenz Field,Pinedale,WY,US,82941,42.79550171,-109.8069992,Ralph Wenz Field,PWY
Dutchess County Airport,Poughkeepsie,NY,US,12590,41.62659836,-73.88420105,Dutchess County Airport,POU
New Richmond Regional Airport,New Richmond,WI,US,54017,45.14830017,-92.5381012,New Richmond Regional Airport,RNH
Russell Municipal Airport,Russell,KS,US,67665,38.87210083,-98.8117981,Russell Municipal Airport,RSL
Redwood Falls Municipal Airport,Redwood Falls,MN,US,56283,44.54719925,-95.08229828,Redwood Falls Municipal Airport,RWF
Salinas Municipal Airport,Salinas,CA,US,93905,36.66279984,-121.6060028,Salinas Municipal Airport,SNS
Sonora Municipal Airport,Sonora,TX,US,76950,30.58569908,-100.6490021,Sonora Municipal Airport,SOA
Saline County Regional Airport,Benton,AR,US,72022,34.59059906,-92.47940063,Saline County Regional Airport,SUZ
Tonopah Airport,Tonopah,NV,US,89049,38.06019974,-117.086998,Tonopah Airport,TPH
Aurora State Airport,Aurora,OR,US,97002,45.24710083,-122.7699966,Aurora State Airport,UAO
Ukiah Municipal Airport,Ukiah,CA,US,95482,39.12599945,-123.2009964,Ukiah Municipal Airport,UKI
University Oxford Airport,Oxford,MS,US,38655,34.38430023,-89.53679657,University Oxford Airport,UOX
Huntsville Regional Airport,Huntsville,TX,US,77320,30.74690056,-95.58719635,Huntsville Regional Airport,HTV
Miller Field,Valentine,NE,US,69201,42.85779953,-100.5479965,Miller Field,VTN
